text,airline_sentiment,labels
"&gt;250k miles on usair.  Last four flights not good. Other airlines much improved. Billing issues, seats, legroom, in air service.",negative,0
#horriblecustomerservice # rudestaff # incompetentmanagers,negative,0
Thanks so much for ruining my vacation. I really couldn't have done it without you.,negative,0
let me assure you my travel time is 4h2m not 5h2m #timezones #accuratetraveltimes #3rdtimethishashappened,negative,0
4 great flights with no delays! Thank you!,positive,2
Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop,neutral,1
thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ,negative,0
"awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",positive,2
flight 1028 no delayed 1.5 hours.  Another week another delayed flight,negative,0
funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,negative,0
": ""Left gate 5 minutes early."" 
My thoughts: ""That doesn't count if you sit on the Tarmac for a half hour."" #comeonpeople",negative,0
you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?,negative,0
"well, your new baggage fees, fare structures and reduced legroom has turned you into every other hated carrier in the US. Congrats",negative,0
who should I contact about a missing Rapid Rewards credit?,neutral,1
follow me please this airline is beautifull ♥,positive,2
who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck,negative,0
why can't i reschedule my flight online?,negative,0
will do. Just need to get CVG.... and my bag too. Thanks,positive,2
Thank you.....you do the same!!,positive,2
you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card,negative,0
I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,negative,0
"it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm.",negative,0
"This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?",negative,0
"You should be more timely with bags that missed a flight, people need their undies the next morning!",negative,0
Why have airlines always told us they can't open a cabin door once it has been closed?  This plane has done it 3 times tonight.,neutral,1
"I’ve been on hold for 36 minutes now, any time you want to answer the phone that would be great.",negative,0
"I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",negative,0
Thank you.,positive,2
"to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?",negative,0
just sat on a plane for 3 hours in Dulles #insane #ijustwanttobeinBoston #thanksDC,negative,0
I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.,negative,0
Thank you Alicia!  #ExceptionalService,positive,2
no apology? Cool.,negative,0
never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight,negative,0
Has it departed? I was awaiting an inbound plane yesterday for three hours and it never arrived. Had to stay overnight (again).,negative,0
I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!,negative,0
AN HOUR DELAY BECAUSE YOU CAN'T PRINT A PIECE OF PAPER!,negative,0
I take it as a compliment that I was mistaken several times as a member of your staff on my flight... time to remove my scarf :),neutral,1
go to hell,negative,0
...why would you sell seats for a 7 hour flight with half of the legroom occupied by an escape raft?,negative,0
thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look,negative,0
"If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",negative,0
- And   had a flight from Chicago to Buffalo about an hour before our flight -- do they not care about safety?,negative,0
It's all good. Thanks!,positive,2
- we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united,negative,0
Mad love  NYC-,positive,2
customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,negative,0
"Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",negative,0
"how much longer will it take? It a guitar, not a royal commission!",negative,0
901 #Miami to #Rio to participate at  representing  #yourstoryhere,neutral,1
"The website won't let me view my reservation due to ""changes made outside  I'm on hold now to get help.",negative,0
"yes, they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight.",negative,0
I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.,negative,0
fuck you.,negative,0
why load us on the flight if the captain was over the hours he could fly in one consecutive period? Unacceptable.,negative,0
dang. Pandora? Does it look like it may get pushed back more or is this likely it?,neutral,1
can't wait! Thanks for the response!❤️,positive,2
when the pilot announces that the plane has been unused for 2 days and maintenance is dealing with another aircraft..,negative,0
bags fly free..just not to where you're going.,negative,0
Is it June yet? 😊,neutral,1
when will FLT 445 get a gate at DEN? Over 20 minutes waiting with no information.,negative,0
"fucked up, then voided my ticket, and KEPT MY MONEY.  Not even an apology. I will never fly with your airline again. #UnitedAirlines",negative,0
"that would be appreciated. Just please don't send me to the same page with long form &amp; limited characters.
Direct email?",negative,0
I had booked online but unable to Cancelled Flight online. But finally got thru.,neutral,1
well but for now the only thng we can do is wait for someone to explain us the situation with responsibility,negative,0
Thanks! I just sent a few DMs.,neutral,1
Northern California coast,neutral,1
on hold for 45 mins. Anyone hv a connection at SW or at another airline to get from CHI n Columbus to EWR in am?,negative,0
"Cancelled Flighted flights, now I'm rerouted and have over 12 hrs of travel but you will bump paying customers for non revs. #custserv",negative,0
"Yes, talked to them. FLL says is at central. Central says is at FLL and here we go again. I'm betting this will go 6 mths",negative,0
I was not looking for the fare to be returned on the companion flight.  don't understand why an additional $200 fee was necessary.,negative,0
"Hey there, can you follow us so we can DM you a question :) 😁",neutral,1
"if my flight's been Cancelled Flightled, and I can't reach anyone over the phone or ticketing agents, safe to assume I wasn't rebooked?",negative,0
props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! 👏👏👏,positive,2
/  are incompetent.,negative,0
"on plane for JFK-&gt;SFO, been sitting here for 1.5 hours waiting for push crew, how is this acceptable?",negative,0
"There was no one from #AA at the #woase2015 event 
Lots of info available of #winterops",negative,0
